name,name_tag,elev,wsun,kappa,beta,t,wsky
pano_afhwmjmtsznocx,,1.05171,0.02286 0.02459 0.02567,0.63379,44.80216,19.95177,0.17643 0.18047 0.19533
pano_afislkucttozfb,,0.30218,2.12014 2.03208 1.92218,0.17161,12.22438,21.53057,0.73891 0.78838 0.82984
pano_agmawpiybakmst,,0.29109,0.02113 0.02297 0.02365,0.89365,49.65878,20.36399,0.18632 0.19672 0.22085
pano_agnaxmvpajsugp,,1.53263,0.58360 0.55650 0.51684,0.10439,12.93216,18.82919,0.51209 0.52064 0.52929
pano_agqgctenfauzfb,,0.51019,0.87334 0.83051 0.76770,0.08604,18.25211,19.09314,0.42447 0.43794 0.45543
pano_agqssjkcwjuveu,,0.52836,0.08436 0.09297 0.10450,0.81652,13.70046,23.00888,0.46333 0.49658 0.53786
pano_agrbyjlgeliwdl,,0.46641,0.04708 0.05398 0.06281,0.95092,34.29409,23.73055,0.38213 0.42054 0.47401
pano_agzjflishkqsgz,,0.22627,0.22645 0.23281 0.23588,0.39929,27.87136,21.41940,0.33830 0.35811 0.38778
pano_ahrcjpdogosxok,,0.80929,0.56953 0.53842 0.49233,0.09165,16.31809,18.55027,0.49964 0.50558 0.51224
pano_ahtazeajwriwnk,,0.95938,1.45661 1.39031 1.29651,0.11749,17.68634,20.35777,0.54086 0.56927 0.59840
pano_aivaxeaanvktzk,,1.03592,1.41950 1.35747 1.27367,0.13017,12.14459,20.31677,0.64003 0.67032 0.69600
pano_aixagjwipcrigz,,0.15219,0.02852 0.03110 0.03282,0.80205,47.54403,21.36884,0.20308 0.21415 0.23817
pano_ajgjzcbupwfwes,,0.25685,1.68430 1.60288 1.49124,0.11219,18.24560,20.47706,0.54073 0.57138 0.60311
pano_ajpoaxinkmbnkj,,0.64756,0.36760 0.36716 0.36661,0.27145,5.50560,20.33510,0.61638 0.63578 0.65123
pano_ajqdyyatwpizrf,,1.16961,0.19834 0.18953 0.17748,0.11656,6.02746,17.53786,0.56227 0.55021 0.53586
pano_ajqpclwrtupuzr,,0.30633,0.01926 0.01983 0.01973,0.37559,32.79690,17.74121,0.25834 0.25058 0.25172
pano_ajrjqaxutvjqon,,1.03825,0.15266 0.14828 0.14524,0.14062,1.02689,17.13204,0.64216 0.62202 0.59497
pano_ajrmbxbetbwzne,,0.62756,0.71938 0.69120 0.64957,0.13765,14.19764,19.76537,0.52619 0.54413 0.56261
pano_ajsigscryljwkj,,0.41586,0.12736 0.12659 0.12469,0.17473,7.59359,18.22342,0.38499 0.38226 0.38405
pano_ajsptznzzlowvv,,1.13211,0.08965 0.08884 0.08839,0.18894,1.82826,17.44704,0.56416 0.54694 0.52697
pano_aqydrubpbcakhr,,0.98984,0.67942 0.64434 0.59410,0.10333,12.34765,18.85873,0.58248 0.59191 0.59834
pano_auqttpukpghajd,,0.21742,0.02422 0.02847 0.03397,0.96647,39.36135,23.73155,0.29295 0.32255 0.36864
pano_auyvfycfezkiat,,0.15019,0.08071 0.08137 0.07894,0.26219,39.20043,18.90136,0.22598 0.22833 0.24034
pano_avacmmnnuulzsh,,0.84371,0.10406 0.10878 0.11556,0.44197,3.08547,20.22370,0.54876 0.55793 0.56603
pano_avakyulurawpjf,,0.36957,0.44574 0.42486 0.39444,0.10907,11.62753,18.56533,0.52965 0.53350 0.53658
pano_avbzruvuczuami,,0.20163,0.01677 0.01915 0.02178,0.92773,42.74120,21.98706,0.25415 0.26977 0.29895
pano_avdohfwjzlihaa,,0.52785,0.01717 0.01781 0.01764,0.50751,43.36003,17.88368,0.24698 0.24184 0.24643
pano_avgljyeumjjuss,,1.16455,0.20311 0.19349 0.18335,0.10025,2.06733,16.91478,0.59999 0.58143 0.55816
pano_avgqiylxclnyvv,,0.88687,0.20302 0.20261 0.20205,0.24091,4.52964,19.35228,0.55900 0.56409 0.56719
pano_avimbciiirkvwo,,1.07481,0.55354 0.52417 0.50136,0.09540,0.70168,17.49895,0.79166 0.78080 0.75374
pano_avksfdzjjnvonv,,1.09386,0.92183 0.87679 0.81021,0.08610,19.59386,19.20142,0.41727 0.43163 0.45046
pano_awmseezbzfxiii,,0.98682,0.24307 0.23999 0.24556,0.17073,0.23272,17.68532,0.74093 0.72851 0.70203
pano_awpsdsjxhpdanu,,0.20544,2.32351 2.21057 2.06647,0.14310,15.75364,21.32162,0.68541 0.73166 0.77315
pano_awrvbmdookdvrm,,0.40381,0.17603 0.17793 0.17634,0.34192,24.23074,20.54296,0.39477 0.40839 0.42908
pano_awrvdkwhdmijsq,,0.25263,0.07320 0.07324 0.07152,0.28050,17.85920,18.75450,0.41707 0.41343 0.41472
pano_axaiqwpwmlqeni,,1.26750,0.05611 0.05971 0.06755,0.38993,0.16038,17.99706,0.48733 0.47972 0.47089
pano_axavniwzijarqd,,0.19135,0.16664 0.16414 0.15312,0.20805,46.19177,19.10860,0.20034 0.20611 0.22240
pano_axdhobymetnuwj,,1.25799,0.16250 0.15854 0.15661,0.14718,0.87626,17.29574,0.64492 0.62706 0.60184
pano_axdvfhywnxqswk,,0.63562,0.11031 0.10869 0.10553,0.20176,6.73485,18.16412,0.52720 0.51819 0.50889
pano_axfwcmaveeerfh,,0.82844,0.04364 0.05092 0.06292,0.92056,3.29852,23.42821,0.46949 0.50487 0.54760
pano_aficttoivoyxjo,,0.58289,0.29682 0.28319 0.27004,0.11067,1.57665,17.44781,0.68501 0.67097 0.64765
pano_aghvgzpmapwtid,,0.45554,1.05258 0.99887 0.92145,0.07821,20.22967,19.20468,0.39515 0.41023 0.43063
pano_agqbsuihljyucq,,0.82167,0.05818 0.06735 0.08215,0.89762,4.11879,23.88431,0.44719 0.48459 0.53083
pano_agqtwzeopomtmw,,0.53171,0.16434 0.16347 0.16119,0.23413,6.36709,19.04408,0.54343 0.54440 0.54433
pano_agtbkozkizcgyf,,1.05825,0.17003 0.16646 0.16803,0.13842,0.26820,16.72905,0.66257 0.64063 0.60947
pano_aharllpbiusddc,,1.51651,0.67516 0.65653 0.63851,0.16432,3.11922,19.63767,0.70104 0.71781 0.72485
pano_ahexgjlptxywzm,,0.66975,0.08756 0.09361 0.10319,0.52914,1.86226,20.72405,0.52052 0.53281 0.54532
pano_ahiigmoqaiflxz,,0.68369,0.03111 0.03361 0.03477,0.84942,48.88285,20.91567,0.22721 0.23989 0.26624
pano_ahpajvomhtokmr,,0.50590,0.16328 0.15947 0.15381,0.17051,5.46861,18.21352,0.55404 0.54704 0.53821
pano_aiozwjjsiamplw,,1.41891,0.06058 0.05909 0.05777,0.13557,1.51626,16.06176,0.49457 0.46761 0.44130
pano_ajecicmbfhzrjy,,0.50319,1.78819 1.69986 1.57835,0.09557,21.64521,20.36997,0.45119 0.47887 0.51149
pano_ajijcgwhudxlpd,,1.05532,0.31866 0.31264 0.30337,0.17314,7.45904,19.18157,0.52057 0.52781 0.53475
pano_ajqutdvaktujtx,,0.50739,0.42564 0.40895 0.39263,0.12904,2.06772,18.35010,0.70153 0.69962 0.68744
pano_ajumgjnbndelwu,,1.20750,0.02373 0.02386 0.02403,0.23740,2.18554,16.25455,0.45817 0.43026 0.40536
pano_ajuotbrsonhajy,,0.90072,0.09803 0.09578 0.09489,0.14578,0.69942,16.56269,0.61553 0.58883 0.55676
pano_arpjdhuaksbrxe,,0.28490,0.54730 0.52093 0.48134,0.08554,16.81101,18.50630,0.40795 0.41436 0.42484
pano_aupzshiaqwofzg,,0.55999,0.10451 0.10121 0.09881,0.13225,0.85802,16.44492,0.63523 0.60618 0.57112
pano_avfslhopnrmwim,,0.40786,0.85950 0.84313 0.82069,0.20610,10.82634,20.93810,0.55194 0.58205 0.61254
pano_awrayzmwgzebhq,,0.80936,0.14219 0.14570 0.15206,0.31164,1.71226,19.39352,0.56849 0.57236 0.57308
pano_awrfwmaxdwsxqz,,0.38227,3.00839 2.86230 2.67917,0.14984,18.53606,21.86514,0.69809 0.75347 0.80485
pano_awyfizxsksdpws,,0.41125,0.61341 0.58157 0.53342,0.08401,20.57403,18.67614,0.39837 0.40654 0.41950
pano_awzoihtedvnimo,,1.07406,0.12296 0.12187 0.12129,0.20020,2.03416,17.99680,0.58976 0.57825 0.56273
pano_ayxzprteyewtjs,,0.18297,1.97161 1.88367 1.76373,0.14179,22.22955,21.35496,0.53058 0.56951 0.61171
pano_ayzbtarxvgxfop,,0.50691,1.70406 1.62007 1.50577,0.10521,18.47680,20.37156,0.51791 0.54730 0.57869
pano_azajnedsthsjct,,0.71076,0.77433 0.73868 0.69039,0.11818,9.14043,19.26401,0.62289 0.63713 0.64639
pano_azfuosxxzrrxhn,,0.80352,0.10553 0.10322 0.10129,0.15961,1.49294,17.10151,0.60282 0.58143 0.55561
pano_azgpwzhosuarmx,,0.25363,0.74425 0.71792 0.67595,0.13308,21.81538,20.01458,0.39834 0.41656 0.44104
pano_aznnicdzmrdtzz,,0.99466,0.21177 0.20957 0.21144,0.18305,0.88095,18.20646,0.62764 0.62200 0.60937
pano_azqpcgmnkvjnrh,,0.16175,0.28716 0.27327 0.25186,0.07896,17.04362,17.62971,0.35240 0.35047 0.35399
pano_aaxzoqymmwzsis,,0.26781,0.02560 0.02784 0.02876,0.86380,49.54339,20.73209,0.17341 0.18404 0.20815
pano_abcbompzakarym,,0.38872,0.11175 0.11103 0.10651,0.16308,32.97091,18.32581,0.22102 0.22199 0.23197
pano_abjmldnxlaeipa,,0.44570,1.65066 1.59876 1.54268,0.22023,7.93895,21.64757,0.75958 0.80900 0.84873
pano_adbalwqzcccqgy,,0.73785,0.32321 0.31344 0.30363,0.14432,2.57581,18.44641,0.63815 0.63666 0.62837
pano_afgwzkdgmvrxnv,,0.21157,2.42753 2.30651 2.15139,0.13121,18.28208,21.32203,0.62155 0.66585 0.70902
pano_afscqnhvouixrp,,0.42158,0.04835 0.05448 0.06278,0.86712,15.22263,23.11893,0.41016 0.43869 0.47719
pano_aggcwwglgjyarv,,1.00430,1.59407 1.52209 1.42289,0.12582,16.73216,20.60040,0.57293 0.60504 0.63669
pano_aghwpxamrjrlte,,0.66713,1.83158 1.74368 1.62704,0.12342,16.05714,20.71976,0.59985 0.63515 0.66898
pano_agjydocjddvvpy,,0.39327,0.63581 0.60329 0.55731,0.10652,11.36782,18.84132,0.59017 0.59868 0.60380
pano_aglqphqnonpbhv,,1.00078,1.19603 1.13628 1.05070,0.09434,19.21688,19.68366,0.46914 0.48926 0.51248
pano_agnvgsqtstesfd,,1.46285,0.36491 0.35563 0.35527,0.14210,0.43835,17.95026,0.73811 0.73128 0.71075
pano_agrwwyvmgvwnlb,,0.31824,1.73190 1.64791 1.53563,0.12185,16.02713,20.60573,0.59746 0.63112 0.66329
pano_ahbcxguuitikhx,,0.93944,0.22762 0.23768 0.25751,0.42046,0.80076,20.68695,0.67173 0.69225 0.70441
pano_ahbhswiyabeaak,,0.92534,0.69720 0.70281 0.73475,0.28633,0.50134,20.73639,0.82944 0.86053 0.87318
pano_aheufrdribnqbu,,0.33175,0.48151 0.48460 0.50279,0.27183,0.65965,20.19568,0.77583 0.79664 0.80239
pano_aioesnkeeebroq,,0.76852,0.43868 0.42596 0.40803,0.15726,7.06264,19.23158,0.59304 0.60252 0.60838
pano_aiohjxelycznvx,,1.24251,2.00295 1.90568 1.77534,0.12153,18.02270,20.84668,0.59273 0.62956 0.66565
pano_aiwgonfthpcweb,,0.46200,0.01642 0.01757 0.01904,0.54991,3.94515,18.53658,0.42501 0.41375 0.40666
pano_aixetllrwxjrpd,,1.03122,0.89614 0.85141 0.78582,0.08805,18.95012,19.18508,0.43418 0.44835 0.46637
pano_ajeqpukazedvsq,,0.08058,0.13059 0.14491 0.16818,0.78281,2.61192,23.32278,0.56664 0.60827 0.65207
pano_ajhhhwjlnfifjw,,0.53533,0.11580 0.11608 0.11391,0.26368,17.92835,19.18597,0.39999 0.40249 0.41032
pano_ajrxxmmkjfmkcd,,1.16651,0.42897 0.43004 0.44501,0.23485,0.51458,19.51880,0.74846 0.76101 0.75958
pano_ajswcjomjywoeh,,0.31795,0.15083 0.15277 0.14863,0.42492,43.88852,20.91271,0.29218 0.30648 0.33212
pano_ajsxwmkrfawpds,,0.38082,0.11515 0.11195 0.10235,0.19193,45.47104,18.01344,0.24658 0.24692 0.25676
pano_ajtnvzzpsjdzre,,1.14769,1.65110 1.57830 1.48051,0.13595,13.92809,20.69869,0.63964 0.67482 0.70612
pano_ajypvwvsibypho,,0.59534,0.19667 0.20255 0.21115,0.39300,3.74161,20.64757,0.58661 0.60387 0.61867
pano_ajypwjfywhmhvg,,0.74923,0.25808 0.26005 0.26590,0.26993,1.94020,19.72468,0.63259 0.64292 0.64706
pano_apnhxpfgeotlvy,,1.07576,0.15442 0.15080 0.14620,0.15187,3.75133,17.78718,0.53865 0.52872 0.51712
pano_apxxkwijarouzj,,1.08932,0.03427 0.03557 0.03878,0.30377,0.16844,16.61531,0.52576 0.50114 0.47463
pano_aqgpjsimflqcdd,,0.10238,0.50026 0.47339 0.43265,0.08144,19.77711,18.32742,0.40345 0.40795 0.41678
pano_aquxfcvlsyhioo,,0.22089,2.09560 1.99401 1.85724,0.12133,20.14428,21.01120,0.56117 0.59864 0.63720
pano_aqxxwbymhltcoy,,1.31641,1.12063 1.06562 0.98530,0.08964,20.08419,19.52490,0.43861 0.45668 0.47884
pano_aqzatswanknvdu,,0.82493,1.22780 1.16930 1.08713,0.11726,16.83717,20.11293,0.54388 0.56887 0.59419
pano_aqzixxdftiuoki,,0.58373,1.85769 1.76698 1.64909,0.12741,14.37140,20.73502,0.63979 0.67661 0.70988
pano_aqzmrchcsjnwlc,,1.06963,1.35966 1.29492 1.20283,0.10302,18.03448,19.98314,0.50780 0.53196 0.55784
pano_asrajlymfkcohe,,0.45488,0.13997 0.13937 0.14151,0.20334,0.77701,17.91417,0.64119 0.62890 0.60927
pano_aucwmugpigefwo,,0.12075,2.43390 2.31754 2.16780,0.13898,17.00939,21.38228,0.66178 0.70813 0.75115
pano_aujhljrrlroysu,,0.63267,0.03016 0.03075 0.02985,0.41059,43.71230,18.21830,0.25144 0.24849 0.25521
pano_auyfxdzbbykftq,,0.81917,0.80348 0.76573 0.71313,0.11208,10.91793,19.24258,0.59077 0.60523 0.61636
pano_avkblbthnmbbwd,,0.85322,0.60987 0.58510 0.55341,0.13495,5.83681,19.13533,0.67281 0.68340 0.68612
pano_avlekfgqbuxxvf,,0.44888,0.17938 0.17613 0.16430,0.17542,44.92726,19.03800,0.19703 0.20232 0.21789
pano_avpgsrhcgspucs,,0.61682,1.52340 1.45038 1.34997,0.11215,16.42264,20.26666,0.55692 0.58547 0.61387
pano_awmxzcnmnsoipl,,0.79648,2.15360 2.04805 1.90981,0.12372,17.67433,20.99380,0.60055 0.63986 0.67838
pano_awqmwbnibcdmas,,1.42710,0.23148 0.22987 0.23286,0.19640,0.81232,18.42897,0.67250 0.66847 0.65515
pano_awroxcejhpltuf,,0.10376,0.96609 0.91860 0.84906,0.08860,19.55189,19.31926,0.42581 0.44137 0.46124
pano_awxeypwuxbvwfg,,0.50253,1.58740 1.49976 1.38231,0.09732,20.01759,20.18650,0.49234 0.51873 0.54822
pano_axdwtltwwpwbep,,0.68332,0.83168 0.78919 0.72411,0.06316,26.13455,18.69491,0.29370 0.30335 0.32090
pano_axfqkzgkerelum,,0.48350,2.12203 2.01448 1.87492,0.12923,17.56637,21.06610,0.62081 0.66122 0.69999
pano_ayuwbpjttdwvnq,,0.75860,1.41641 1.35172 1.26197,0.11905,16.45910,20.33326,0.54689 0.57516 0.60381
pano_ayzpeqohhifgvu,,1.08710,0.14622 0.15658 0.17748,0.51667,0.28529,20.60928,0.67068 0.68806 0.69630
pano_ayzyipdlbnukjt,,0.97495,2.06440 1.96368 1.83019,0.12326,17.74956,20.91609,0.60011 0.63818 0.67527
pano_azbavapqoteais,,0.73895,1.33216 1.26780 1.17555,0.09346,20.61003,19.88133,0.44115 0.46298 0.48928
pano_azbmymhjyikedx,,0.85526,1.55542 1.48190 1.38080,0.11688,16.43149,20.37989,0.56955 0.59946 0.62877
pano_azhimvddlotlpx,,0.68771,0.56815 0.53371 0.47828,0.04774,35.50334,17.82913,0.22325 0.22723 0.23997
pano_azhjhgfuccyykg,,0.21345,0.60920 0.57735 0.52619,0.06461,29.76252,18.41716,0.27622 0.28289 0.29775
pano_azqvtlzifpeyec,,0.56236,2.04488 1.95337 1.83717,0.15029,13.41923,21.22805,0.68852 0.73261 0.77121
pano_azrnbbpwknlzzs,,1.12078,1.61724 1.53918 1.43204,0.11510,17.54000,20.43855,0.55752 0.58793 0.61854
pano_azvmesyliejztc,,0.91230,2.03807 1.93928 1.80779,0.12150,17.96175,20.88486,0.58758 0.62485 0.66170
pano_azvzcckqearuke,,1.17413,1.54538 1.47895 1.39014,0.13737,12.10223,20.54461,0.66042 0.69421 0.72263
pano_agoqkgoopnphkw,,0.67753,0.02287 0.02597 0.03048,0.82945,5.99606,21.65893,0.38257 0.39546 0.41596
pano_ajswmbkousqplj,,0.68700,2.11591 2.01951 1.89480,0.14276,14.17792,21.13867,0.68613 0.72953 0.76746
pano_ajtbxuifhjtedt,,0.39252,0.10644 0.10228 0.09885,0.11344,0.87556,16.01143,0.61360 0.58237 0.54633
pano_awnhemhzlwsmgd,,0.69413,0.09811 0.09415 0.08984,0.11370,1.93333,16.27077,0.56718 0.53971 0.50988
pano_awvtpsllxmcqab,,0.68804,0.23547 0.23439 0.23269,0.21607,5.31558,19.29234,0.52663 0.53292 0.53855
pano_awxaizgvlzumpa,,0.81375,0.77881 0.74159 0.68947,0.11607,10.88443,19.24822,0.61506 0.62920 0.63894
pano_azauinclfmoqgf,,1.37669,0.26625 0.25572 0.24605,0.11454,1.52232,17.43638,0.64716 0.63418 0.61364
pano_azegdmhewjudtx,,0.56474,1.74427 1.65742 1.54128,0.11185,17.41649,20.50747,0.55031 0.58186 0.61412
pano_aannudzqvxtxgh,,0.69827,1.73411 1.65076 1.53874,0.12045,16.11622,20.57960,0.59328 0.62662 0.65859
pano_abcjysozhvdlyn,,0.55267,1.50576 1.42716 1.31967,0.08663,20.55764,19.91822,0.42947 0.45223 0.48012
pano_ablvmlpxrbolbv,,0.53002,2.27880 2.17112 2.03278,0.14043,15.26705,21.24789,0.68123 0.72635 0.76669
pano_aesqwcqvyimtfg,,0.56838,2.18032 2.06765 1.92201,0.11369,19.23921,20.93708,0.54655 0.58359 0.62252
pano_aggjiuoiaigliw,,0.15940,0.08251 0.09230 0.10661,0.80715,7.53305,23.25416,0.43634 0.46879 0.50958
pano_agviohueajdakw,,1.05058,2.48470 2.36493 2.21026,0.13466,17.96835,21.37082,0.64271 0.68843 0.73190
pano_agxihwwmzvyfxk,,1.04322,2.04599 1.94922 1.82067,0.12809,16.58716,20.93569,0.62565 0.66464 0.70122
pano_agxylkzyyjuhni,,0.21538,1.01148 0.96317 0.89242,0.10099,20.38822,19.69449,0.43745 0.45602 0.47901
pano_agypjcmivsbvlg,,0.56007,1.73491 1.65039 1.53535,0.11038,18.68517,20.51448,0.52783 0.55868 0.59130
pano_aheesjwmsmgucw,,0.79315,2.09144 1.98733 1.84921,0.11886,20.05621,20.98498,0.54965 0.58661 0.62529
pano_ahjgdvytlnhpmt,,0.42158,0.06866 0.07774 0.09027,0.89499,18.18302,23.78166,0.40873 0.44595 0.49520
pano_ahseoahedjlmtq,,0.34020,0.02723 0.02751 0.02679,0.34445,28.22546,17.46174,0.35155 0.33980 0.33522
pano_ahsqmiagvfgxlf,,0.55107,0.33755 0.34252 0.35674,0.29687,1.03715,20.15270,0.69665 0.71400 0.72131
pano_aivsvpxgvafgad,,0.52868,2.68086 2.54564 2.37475,0.13393,18.89090,21.51008,0.63287 0.68059 0.72711
pano_ajfiosymwoqzze,,1.21956,1.35357 1.28927 1.19932,0.11401,15.15738,20.05349,0.58593 0.61211 0.63634
pano_ajqlkbuqihkwih,,0.47619,1.07815 1.02143 0.93862,0.06977,25.96325,19.24685,0.31750 0.33148 0.35343
pano_ajqowasfzckesn,,0.25203,2.76181 2.62944 2.46085,0.14565,18.22073,21.69908,0.67994 0.73156 0.77965
pano_amhohsocajcxef,,0.82036,0.57708 0.55003 0.51152,0.11090,12.08783,18.94606,0.52791 0.53714 0.54590
pano_armwehxplmjiog,,0.57106,2.28211 2.16617 2.01653,0.12207,18.86902,21.11212,0.58300 0.62329 0.66402
pano_aunweomufxuoef,,0.42056,2.33573 2.21895 2.06803,0.12490,18.52964,21.16890,0.60006 0.64174 0.68309
pano_auseslbmwwnmqi,,0.81507,2.59681 2.47094 2.30969,0.13717,18.21970,21.48830,0.64956 0.69720 0.74253
pano_auyeqaxzkjqlsc,,0.37431,0.66541 0.63095 0.57893,0.07667,21.90167,18.65056,0.36152 0.37012 0.38471
pano_avifuyidpgffsw,,0.78793,2.82800 2.69119 2.51740,0.14415,19.07004,21.74079,0.66365 0.71535 0.76458
pano_avkgsfrakyajih,,0.60434,2.21800 2.10806 1.96505,0.12460,17.83851,21.05622,0.60472 0.64503 0.68449
pano_avpgiewmsmlgtv,,0.26269,1.33055 1.26704 1.17739,0.10111,18.76150,19.98812,0.47416 0.49759 0.52426
pano_ayxrzexmyotpvr,,0.62268,0.53031 0.50484 0.47972,0.11106,1.98520,18.26025,0.72284 0.72155 0.70866
pano_azdbbdtlovyekl,,0.19054,2.22280 2.10966 1.96219,0.11661,19.74699,21.01584,0.55369 0.59180 0.63165
pano_azddcrmnkezuxy,,0.10618,0.27571 0.28975 0.30293,0.65085,32.36272,22.97740,0.37809 0.41357 0.46150
pano_azgcctmuhqosox,,0.72145,1.47620 1.40580 1.30633,0.09654,20.51412,20.09847,0.44841 0.47268 0.50144
pano_azptwlqlogbilm,,0.72021,1.06400 1.01355 0.93903,0.08147,21.47364,19.37080,0.37645 0.39227 0.41421
pano_aabqjjnhwtgzil,,0.68555,0.13551 0.13420 0.12753,0.23437,36.77425,19.16007,0.30829 0.31250 0.32532
pano_aacepjqanuzlau,,1.01253,0.54085 0.51724 0.50729,0.10784,0.27773,17.48334,0.84176 0.82983 0.79791
pano_aanjyfzxfbwjht,,0.67119,0.72294 0.68911 0.64366,0.12048,7.97405,19.09853,0.66260 0.67463 0.67954
pano_aanpczrfovdecf,,0.65983,1.51381 1.43528 1.32815,0.09508,19.89587,20.09157,0.46347 0.48825 0.51704
pano_aapoubrgfkmfmx,,0.51875,1.07647 1.02353 0.94994,0.11054,13.98220,19.68581,0.56951 0.59032 0.60952
pano_aawdwhlgvyyuhs,,0.30491,0.02247 0.02558 0.02841,0.94735,48.95358,22.28831,0.19332 0.21106 0.24444
pano_aaxowetazaadfp,,0.72433,0.10866 0.10591 0.10364,0.14787,1.33653,16.91824,0.60912 0.58615 0.55835
pano_abdqmblckbovii,,1.07750,0.12229 0.12316 0.13098,0.19980,0.07579,16.75038,0.69555 0.67215 0.63696
pano_abgfhvifeijihh,,0.71669,1.38390 1.31672 1.22181,0.09956,18.68542,19.97375,0.48950 0.51336 0.53980
pano_abkxetloyfvnra,,1.02362,0.27278 0.26304 0.25440,0.12720,1.49982,17.71211,0.67050 0.65954 0.63986
pano_abmbdlaytlbvou,,1.37164,0.20399 0.19720 0.19206,0.13279,1.03445,17.29439,0.67595 0.65827 0.63178
pano_abnslvsfyaphuy,,0.44772,0.96235 0.91385 0.84551,0.10472,16.92787,19.59995,0.49669 0.51489 0.53491
pano_abnudqdaayxrgs,,0.30678,0.06503 0.06538 0.06491,0.24474,8.40724,18.18324,0.42092 0.41262 0.40825
pano_abpaqaikrzvwuc,,0.66628,1.93019 1.83396 1.70538,0.11401,18.91298,20.73291,0.54946 0.58364 0.61904
pano_acdtgwjkictnrr,,0.52261,0.95323 0.90863 0.84166,0.08403,21.96654,19.31253,0.37159 0.38634 0.40733
pano_acksmapbjzgwlb,,0.35874,2.07956 1.97761 1.84199,0.12157,18.65452,20.94143,0.58336 0.62110 0.65879
pano_acwhsuudekbluw,,0.96148,0.07317 0.07084 0.06915,0.12243,0.79265,15.68648,0.57061 0.53721 0.50128
pano_adasdiitkteiut,,0.26266,0.50796 0.48003 0.43605,0.06489,26.79898,18.08635,0.30291 0.30715 0.31867
pano_adctzqawownuaa,,1.05829,0.19684 0.19324 0.19205,0.16575,1.01108,17.86991,0.66638 0.65509 0.63517
pano_adcuglcdgdjsrj,,1.20067,1.32550 1.26363 1.17749,0.11517,15.62598,20.11948,0.55823 0.58431 0.60988
pano_addnyewkblttyi,,0.63432,1.02155 0.97239 0.90055,0.09582,18.17854,19.48134,0.46815 0.48571 0.50603
pano_adysufstthawjl,,0.28801,0.16834 0.16367 0.15295,0.12881,30.71191,18.22707,0.27869 0.27929 0.28807
pano_aerhfzpivjajer,,0.41155,0.98509 0.93647 0.86612,0.09907,16.80410,19.43983,0.50365 0.52093 0.53942
pano_aermvxzdwisylm,,0.48290,0.31120 0.32807 0.36067,0.50780,0.83037,21.76547,0.72614 0.76206 0.78761
pano_aevjgkffrzvahw,,1.04431,0.45208 0.43830 0.42841,0.14802,1.30786,18.58580,0.73828 0.73935 0.72775
pano_aevvfhjfkrebrm,,0.48316,1.94622 1.84796 1.71835,0.11675,18.11688,20.77426,0.56674 0.60194 0.63761
pano_afbtqzmdsfcjxk,,0.09724,1.94993 1.85239 1.71964,0.10172,22.58877,20.65483,0.46613 0.49687 0.53249
pano_afbxectnpuxdln,,0.42634,1.58736 1.51117 1.40779,0.11502,15.95237,20.36424,0.57063 0.60074 0.63019
pano_afbzdczcbwdrea,,1.04262,0.17393 0.16849 0.16355,0.13068,1.59739,17.29346,0.61088 0.59468 0.57305
pano_afcwlkokslneyy,,0.90941,0.33383 0.31815 0.29417,0.09615,14.86569,18.09255,0.43245 0.43258 0.43576
pano_afdldqztfjmpor,,0.57330,0.82047 0.78240 0.72870,0.12216,11.58751,19.46728,0.61270 0.62932 0.64192
pano_afdshrfpqnhibr,,0.25291,0.62598 0.61793 0.61561,0.20559,2.39301,20.10233,0.68358 0.70480 0.71733
pano_afejdynnjolbij,,0.50269,0.97436 0.92035 0.84677,0.09774,15.03326,19.37812,0.52949 0.54628 0.56317
pano_afexhyxdgmgomb,,1.31957,0.15187 0.14460 0.13976,0.09188,0.41860,15.64566,0.65942 0.62510 0.58312
pano_affgmbfuukwzsv,,0.90232,0.66721 0.65786 0.66672,0.19184,0.50341,19.44105,0.82162 0.83651 0.83295
pano_affkgurupglfta,,0.71545,0.12501 0.12192 0.11881,0.14335,2.14510,17.22882,0.55586 0.53911 0.51981
pano_afgldhdzgmhssy,,0.17159,0.36617 0.36853 0.38195,0.25596,0.63120,19.66051,0.74120 0.75344 0.75248
pano_afgwwpmbkcmxwk,,0.63879,0.18399 0.18118 0.17854,0.18742,2.50298,18.37695,0.62021 0.61426 0.60273
pano_afjzjbzpvgeozi,,0.12093,1.22486 1.17080 1.09588,0.12732,12.80412,20.10859,0.61763 0.64404 0.66679
pano_afkovchznbucdm,,0.77322,0.72212 0.68761 0.63688,0.10072,14.77812,19.03962,0.50491 0.51679 0.52932
pano_afkpoyqpvjfxvw,,0.43092,0.50679 0.47565 0.43025,0.06341,20.98208,17.88509,0.35898 0.36145 0.36944
pano_afkpqgvppucwds,,0.09284,0.47655 0.46296 0.44582,0.16019,5.07300,19.28060,0.63738 0.64761 0.65178
pano_afksqsjmlyjcfr,,0.54834,0.22741 0.21717 0.19984,0.11327,20.22754,17.99446,0.41973 0.41715 0.41855
pano_agdwkgzkuglunn,,0.46546,0.27356 0.28122 0.29890,0.34974,0.70681,20.24695,0.71825 0.73522 0.74080
pano_ageqzvpfgobzfm,,0.33246,1.15177 1.09155 1.00584,0.07788,20.98605,19.34424,0.39311 0.40959 0.43169
pano_agfflkcrdzbgcx,,0.27902,1.84669 1.75174 1.62694,0.10547,18.20059,20.51428,0.52103 0.55240 0.58597
